ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Object Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
0912e0b2-4083-5f5e-831a-ae06d2f1662d,tg:lhph:11726_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:11726_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/0912e0b2-4083-5f5e-831a-ae06d2f1662d,object identifier,,,,,,,,,,
0912e0b2-4083-5f5e-831a-ae06d2f1662d,tg:lhph:11726_#1,e22_AcquisitionNumbers,1,200971/8,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0912e0b2-4083-5f5e-831a-ae06d2f1662d,tg:lhph:11726_#1,e22_Acquisitions,1,,,tr:lh:7740,"dlod={""name"":""Archief van Lode Sebregts"",""ark"":""ark:/24970/x0/8926b9b2-9667-5ca4-8223-abe31373bda2"",""uri"":""/repositories/11/accessions/828183"",""id"":""tr:lh:7740"",""date"":""2004-11-26"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/8926b9b2-9667-5ca4-8223-abe31373bda2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0912e0b2-4083-5f5e-831a-ae06d2f1662d,tg:lhph:11726_#1,e22_Archives,1,,,,,,,,,,,isad:lh:94061,"dlod={""name"":""Foto's i.v.m. Lode Sebregts"",""ark"":""ark:/24970/x0/afe06404-d7d4-54c7-9aeb-477fd8bc6300"",""uri"":""/repositories/11/archival_objects/10064530"",""id"":""isad:lh:94061"",""nameWithContext"":[""Verzamelingen"",""Foto's""],""resourceName"":""Archief van Lode Sebregts"",""resourceArk"":""ark:/24970/x0/e9bd6ce0-c72d-56b5-aea7-4ad7c396a615"",""resourceURI"":""/repositories/11/resources/7496316"",""resourceID"":""isad:lh:70059"",""capacity"":""Foto's i.v.m. Lode Sebregts"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/afe06404-d7d4-54c7-9aeb-477fd8bc6300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0912e0b2-4083-5f5e-831a-ae06d2f1662d,tg:lhph:11726_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatph,127 x 177,,,,,,,,,,"127 x 177 - height, width, kenmerken.lhformatph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0912e0b2-4083-5f5e-831a-ae06d2f1662d,tg:lhph:11726_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,127,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0912e0b2-4083-5f5e-831a-ae06d2f1662d,tg:lhph:11726_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,177,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0912e0b2-4083-5f5e-831a-ae06d2f1662d,tg:lhph:11726_#1,e22_Items,1,,,,,,,,,,,,,,,,,,lhph,tg:lhph:11726_#1,200971/8,S 5621 / P,0912e0b2-4083-5f5e-831a-ae06d2f1662d,tr:lh:7740,isad:lh:94061,,,,,,,,,,,,,,,,,,,,,,
0912e0b2-4083-5f5e-831a-ae06d2f1662d,tg:lhph:11726_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeph,ZP,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,
0912e0b2-4083-5f5e-831a-ae06d2f1662d,tg:lhph:11726_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.0,permission required,,,,,,,,
0912e0b2-4083-5f5e-831a-ae06d2f1662d,tg:lhph:11726_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1vRIHjKaL9bWUJS8X8YvSeB,lhph,https://dams.antwerpen.be/iiif/C1vRIHjKaL9bWUJS8X8YvSeB/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/C1vRIHjKaL9bWUJS8X8YvSeB,DAMS Image,lhph,Foto
