ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Object Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
c3d5f1e8-bddc-55b2-b2a8-5ca5e990b198,tg:lhph:34235_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:34235_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/c3d5f1e8-bddc-55b2-b2a8-5ca5e990b198,object identifier,,,,,,,,,,
c3d5f1e8-bddc-55b2-b2a8-5ca5e990b198,tg:lhph:34235_#1,e22_AcquisitionNumbers,1,130296/3,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3d5f1e8-bddc-55b2-b2a8-5ca5e990b198,tg:lhph:34235_#1,e22_Acquisitions,1,,,tr:lh:5964,"dlod={""name"":""Schenking van Filmgroep '58"",""ark"":""ark:/24970/x0/661bc72a-55f9-586d-b799-23f3a3087040"",""uri"":""/repositories/11/accessions/638151"",""id"":""tr:lh:5964"",""date"":""1983-02-01"",""granter"":""Filmgroep '58"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/661bc72a-55f9-586d-b799-23f3a3087040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3d5f1e8-bddc-55b2-b2a8-5ca5e990b198,tg:lhph:34235_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatph,160 x 120,,,,,,,,,,"160 x 120 - height, width, kenmerken.lhformatph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3d5f1e8-bddc-55b2-b2a8-5ca5e990b198,tg:lhph:34235_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,160,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3d5f1e8-bddc-55b2-b2a8-5ca5e990b198,tg:lhph:34235_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,120,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3d5f1e8-bddc-55b2-b2a8-5ca5e990b198,tg:lhph:34235_#1,e22_Items,1,,,,,,,,,,,,,,,,,,lhph,tg:lhph:34235_#1,130296/3,K 996 / P,c3d5f1e8-bddc-55b2-b2a8-5ca5e990b198,tr:lh:5964,,,,,,,,,,,,,,,,,,,,,,,
c3d5f1e8-bddc-55b2-b2a8-5ca5e990b198,tg:lhph:34235_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeph,ZP,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,
c3d5f1e8-bddc-55b2-b2a8-5ca5e990b198,tg:lhph:34235_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968.0,permission required,,,,,,,,
c3d5f1e8-bddc-55b2-b2a8-5ca5e990b198,tg:lhph:34235_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yeNEcEmETWciCmFVGlfu8DmU,lhph,https://dams.antwerpen.be/iiif/yeNEcEmETWciCmFVGlfu8DmU/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/yeNEcEmETWciCmFVGlfu8DmU,DAMS Image,lhph,Foto
