ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Object Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
a46b6cb0-fba7-51a9-a7df-4174257f8477,tg:lhph:26183_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:26183_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/a46b6cb0-fba7-51a9-a7df-4174257f8477,object identifier,,,,,,,,,,
a46b6cb0-fba7-51a9-a7df-4174257f8477,tg:lhph:26183_#1,e22_AcquisitionNumbers,1,74901/d,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a46b6cb0-fba7-51a9-a7df-4174257f8477,tg:lhph:26183_#1,e22_Acquisitions,1,,,tr:lh:3837,"dlod={""name"":""Aankoop bij Roland Minnaert"",""ark"":""ark:/24970/x0/e08d539a-e458-52d5-a97d-4b528e16c86b"",""uri"":""/repositories/11/accessions/410562"",""id"":""tr:lh:3837"",""date"":""1966-01-28"",""granter"":""Roland Minnaert"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/e08d539a-e458-52d5-a97d-4b528e16c86b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a46b6cb0-fba7-51a9-a7df-4174257f8477,tg:lhph:26183_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatph,239 x 180,,,,,,,,,,"239 x 180 - height, width, kenmerken.lhformatph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a46b6cb0-fba7-51a9-a7df-4174257f8477,tg:lhph:26183_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,239,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a46b6cb0-fba7-51a9-a7df-4174257f8477,tg:lhph:26183_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,180,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a46b6cb0-fba7-51a9-a7df-4174257f8477,tg:lhph:26183_#1,e22_Items,1,,,,,,,,,,,,,,,,,,lhph,tg:lhph:26183_#1,74901/d,V 3484 / P,a46b6cb0-fba7-51a9-a7df-4174257f8477,tr:lh:3837,,,,,,,,,,,,,,,,,,,,,,,
a46b6cb0-fba7-51a9-a7df-4174257f8477,tg:lhph:26183_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeph,ZP,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,
a46b6cb0-fba7-51a9-a7df-4174257f8477,tg:lhph:26183_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966.0,permission required,,,,,,,,
a46b6cb0-fba7-51a9-a7df-4174257f8477,tg:lhph:26183_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M2Yv8gIlIpibfDWaROrmI8oa,lhph,https://dams.antwerpen.be/iiif/M2Yv8gIlIpibfDWaROrmI8oa/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/M2Yv8gIlIpibfDWaROrmI8oa,DAMS Image,lhph,Foto
