ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Object Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
7b18af55-133b-521f-a711-f48fe1003316,tg:lhph:43417_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:43417_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/7b18af55-133b-521f-a711-f48fe1003316,object identifier,,,,,,,,,,
7b18af55-133b-521f-a711-f48fe1003316,tg:lhph:43417_#1,e22_AcquisitionNumbers,1,174746,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7b18af55-133b-521f-a711-f48fe1003316,tg:lhph:43417_#1,e22_Acquisitions,1,,,tr:lh:6990,"dlod={""name"":""Archief van Frans Huygelen"",""ark"":""ark:/24970/x0/d405945c-ad0b-5a0c-91ff-1ff6863f3808"",""uri"":""/repositories/11/accessions/747933"",""id"":""tr:lh:6990"",""date"":""1985-07-18"",""granter"":""Lucienne Brunin"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/d405945c-ad0b-5a0c-91ff-1ff6863f3808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7b18af55-133b-521f-a711-f48fe1003316,tg:lhph:43417_#1,e22_Archives,1,,,,,,,,,,,isad:lh:95719,"dlod={""name"":""Foto's i.v.m. Frans Huygelen"",""ark"":""ark:/24970/x0/ccb48995-ff80-5ee0-b36f-ff46a185171e"",""uri"":""/repositories/11/archival_objects/10241936"",""id"":""isad:lh:95719"",""nameWithContext"":[""Verzamelingen"",""Foto's""],""resourceName"":""Archief van Frans Huygelen"",""resourceArk"":""ark:/24970/x0/97c05793-5f2c-5dc9-866c-a3a015327cfd"",""resourceURI"":""/repositories/11/resources/9889157"",""resourceID"":""isad:lh:92422"",""capacity"":""Foto's i.v.m. Frans Huygelen"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/ccb48995-ff80-5ee0-b36f-ff46a185171e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7b18af55-133b-521f-a711-f48fe1003316,tg:lhph:43417_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatph,305 x 234,,,,,,,,,,"305 x 234 - height, width, kenmerken.lhformatph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7b18af55-133b-521f-a711-f48fe1003316,tg:lhph:43417_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,305,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7b18af55-133b-521f-a711-f48fe1003316,tg:lhph:43417_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,234,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7b18af55-133b-521f-a711-f48fe1003316,tg:lhph:43417_#1,e22_Items,1,,,,,,,,,,,,,,,,,,lhph,tg:lhph:43417_#1,174746,H 9558 / P,7b18af55-133b-521f-a711-f48fe1003316,tr:lh:6990,isad:lh:95719,,,,,,,,,,,,,,,,,,,,,,
7b18af55-133b-521f-a711-f48fe1003316,tg:lhph:43417_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeph,ZP,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,
7b18af55-133b-521f-a711-f48fe1003316,tg:lhph:43417_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1910.0,permission required,,,,,,,,
7b18af55-133b-521f-a711-f48fe1003316,tg:lhph:43417_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jAJDsAOhiKHUlLciGj47ERJa,lhph,https://dams.antwerpen.be/iiif/jAJDsAOhiKHUlLciGj47ERJa/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/jAJDsAOhiKHUlLciGj47ERJa,DAMS Image,lhph,Foto
