ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Object Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
37bcfdf8-3344-5e6e-9bba-5ee71610b8f3,tg:lhph:10743_#2,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:10743_#2,record identifiers,https://data.letterenhuis.be/ark:/24970/37bcfdf8-3344-5e6e-9bba-5ee71610b8f3,object identifier,,,,,,,,,,
37bcfdf8-3344-5e6e-9bba-5ee71610b8f3,tg:lhph:10743_#2,e22_AcquisitionNumbers,2,67802,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37bcfdf8-3344-5e6e-9bba-5ee71610b8f3,tg:lhph:10743_#2,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatph,129 x 176,,,,,,,,,,"129 x 176 - height, width, kenmerken.lhformatph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37bcfdf8-3344-5e6e-9bba-5ee71610b8f3,tg:lhph:10743_#2,e22_DimensionSourceNotes,2,,,,,,kenmerken.lhformatph,180 x 240,,,,,,,,,,"180 x 240 - height, width, kenmerken.lhformatph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37bcfdf8-3344-5e6e-9bba-5ee71610b8f3,tg:lhph:10743_#2,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,129,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37bcfdf8-3344-5e6e-9bba-5ee71610b8f3,tg:lhph:10743_#2,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,176,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37bcfdf8-3344-5e6e-9bba-5ee71610b8f3,tg:lhph:10743_#2,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,180,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37bcfdf8-3344-5e6e-9bba-5ee71610b8f3,tg:lhph:10743_#2,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,240,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37bcfdf8-3344-5e6e-9bba-5ee71610b8f3,tg:lhph:10743_#2,e22_Items,2,,,,,,,,,,,,,,,,,,lhph,tg:lhph:10743_#2,67802,E 285 / P,37bcfdf8-3344-5e6e-9bba-5ee71610b8f3,,,,,,,,,,,,,,,,,,,,,,,,
37bcfdf8-3344-5e6e-9bba-5ee71610b8f3,tg:lhph:10743_#2,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeph,ZP,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,
37bcfdf8-3344-5e6e-9bba-5ee71610b8f3,tg:lhph:10743_#2,e22_UsageRestrictions,,,,,,,default_restriction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,permission required,,,,,,,,
