ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Object Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
7205ce17-d30e-5133-b37d-beb2ac86bc9a,tg:lhph:44526_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:44526_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/7205ce17-d30e-5133-b37d-beb2ac86bc9a,object identifier,,,,,,,,,,
7205ce17-d30e-5133-b37d-beb2ac86bc9a,tg:lhph:44526_#1,e22_AcquisitionNumbers,1,220731,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7205ce17-d30e-5133-b37d-beb2ac86bc9a,tg:lhph:44526_#1,e22_Acquisitions,1,,,tr:lh:9634,"dlod={""name"":""Archief van Rudi van Vlaenderen"",""ark"":""ark:/24970/x0/3cdaeab1-c632-5a87-b7f2-69dcaa5f72b3"",""uri"":""/repositories/11/accessions/1030841"",""id"":""tr:lh:9634"",""date"":""2002-02-28"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/3cdaeab1-c632-5a87-b7f2-69dcaa5f72b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7205ce17-d30e-5133-b37d-beb2ac86bc9a,tg:lhph:44526_#1,e22_Archives,1,,,,,,,,,,,isad:lh:95799,"dlod={""name"":""Foto's i.v.m. Rudi van Vlaenderen"",""ark"":""ark:/24970/x0/e2856194-ea91-5dc0-bd43-bb1ff77e5c72"",""uri"":""/repositories/11/archival_objects/10250496"",""id"":""isad:lh:95799"",""nameWithContext"":[""Verzamelingen"",""Foto's""],""resourceName"":""Archief van Rudi van Vlaenderen"",""resourceArk"":""ark:/24970/x0/f0e6d4f7-827a-5c34-ae82-7611a840a59a"",""resourceURI"":""/repositories/11/resources/10250175"",""resourceID"":""isad:lh:95796"",""capacity"":""Foto's i.v.m. Rudi van Vlaenderen"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/e2856194-ea91-5dc0-bd43-bb1ff77e5c72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7205ce17-d30e-5133-b37d-beb2ac86bc9a,tg:lhph:44526_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatph,128 x 177,,,,,,,,,,"128 x 177 - height, width, kenmerken.lhformatph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7205ce17-d30e-5133-b37d-beb2ac86bc9a,tg:lhph:44526_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,128,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7205ce17-d30e-5133-b37d-beb2ac86bc9a,tg:lhph:44526_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,177,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7205ce17-d30e-5133-b37d-beb2ac86bc9a,tg:lhph:44526_#1,e22_Items,1,,,,,,,,,,,,,,,,,,lhph,tg:lhph:44526_#1,220731,V 6983 / P,7205ce17-d30e-5133-b37d-beb2ac86bc9a,tr:lh:9634,isad:lh:95799,,,,,,,,,,,,,,,,,,,,,,
7205ce17-d30e-5133-b37d-beb2ac86bc9a,tg:lhph:44526_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeph,ZP,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,
7205ce17-d30e-5133-b37d-beb2ac86bc9a,tg:lhph:44526_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1955.0,permission required,,,,,,,,
7205ce17-d30e-5133-b37d-beb2ac86bc9a,tg:lhph:44526_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R1IXleXWRRkoKjJuWM767sB1,lhph,https://dams.antwerpen.be/iiif/R1IXleXWRRkoKjJuWM767sB1/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/R1IXleXWRRkoKjJuWM767sB1,DAMS Image,lhph,Foto
