ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Object Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
8dea1f72-1b64-5df0-97d0-999b9b1d1de7,tg:lhph:23925_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:23925_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/8dea1f72-1b64-5df0-97d0-999b9b1d1de7,object identifier,,,,,,,,,,
8dea1f72-1b64-5df0-97d0-999b9b1d1de7,tg:lhph:23925_#1,e22_AcquisitionNumbers,1,60586/12,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8dea1f72-1b64-5df0-97d0-999b9b1d1de7,tg:lhph:23925_#1,e22_Acquisitions,1,,,tr:lh:3011,"dlod={""name"":""Archiefstukken van Remi de Cnodder"",""ark"":""ark:/24970/x0/4c1354a1-74e1-58c0-ac44-4e7f08934de4"",""uri"":""/repositories/11/accessions/322180"",""id"":""tr:lh:3011"",""date"":""1959-01-09"",""granter"":""Remi de Cnodder"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/4c1354a1-74e1-58c0-ac44-4e7f08934de4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8dea1f72-1b64-5df0-97d0-999b9b1d1de7,tg:lhph:23925_#1,e22_Archives,1,,,,,,,,,,,isad:lh:93163,"dlod={""name"":""Foto's (verzameling)"",""ark"":""ark:/24970/x0/94d8b4af-d46f-5e0b-bbd9-8b90a7606c8b"",""uri"":""/repositories/11/archival_objects/9968444"",""id"":""isad:lh:93163"",""nameWithContext"":[""Verzamelingen"",""Foto's""],""resourceName"":""Archief van Remi de Cnodder"",""resourceArk"":""ark:/24970/x0/8ba128e6-d181-53c6-bed3-13faa174b65c"",""resourceURI"":""/repositories/11/resources/94270"",""resourceID"":""isad:lh:881"",""capacity"":""Foto's (verzameling)"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/94d8b4af-d46f-5e0b-bbd9-8b90a7606c8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8dea1f72-1b64-5df0-97d0-999b9b1d1de7,tg:lhph:23925_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatph,125 x 170,,,,,,,,,,"125 x 170 - height, width, kenmerken.lhformatph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8dea1f72-1b64-5df0-97d0-999b9b1d1de7,tg:lhph:23925_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,125,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8dea1f72-1b64-5df0-97d0-999b9b1d1de7,tg:lhph:23925_#1,e22_Dimensions,,,,,,,kenmerken.lhformatph,,,,,,,,170,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8dea1f72-1b64-5df0-97d0-999b9b1d1de7,tg:lhph:23925_#1,e22_Items,1,,,,,,,,,,,,,,,,,,lhph,tg:lhph:23925_#1,60586/12,M 8235 / P (map III),8dea1f72-1b64-5df0-97d0-999b9b1d1de7,tr:lh:3011,isad:lh:93163,,,,,,,,,,,,,,,,,,,,,,
8dea1f72-1b64-5df0-97d0-999b9b1d1de7,tg:lhph:23925_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeph,ZP,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,
8dea1f72-1b64-5df0-97d0-999b9b1d1de7,tg:lhph:23925_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1948.0,permission required,,,,,,,,
8dea1f72-1b64-5df0-97d0-999b9b1d1de7,tg:lhph:23925_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R1MROgEWTFkSNUMNUcV0HLYY,lhph,https://dams.antwerpen.be/iiif/R1MROgEWTFkSNUMNUcV0HLYY/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/R1MROgEWTFkSNUMNUcV0HLYY,DAMS Image,lhph,Foto
