ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,Creation Actor Note,Creation Actor Role,museum,resource_model,ire.isaar.uuid,source_ire_type,au_code,g_code,Creation Actor Widget,Creation Actor Identifier,matched on,Start Date,Start Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
aa8d9279-1f86-5430-bfbe-66b3d2fe4593,tg:rubgr:5291,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:5291,record identifiers,https://data.rubenianum.be//ark:/86530/aa8d9279-1f86-5430-bfbe-66b3d2fe4593,object identifier,Brieven,,,,
aa8d9279-1f86-5430-bfbe-66b3d2fe4593,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""a6dee5c9-366e-434a-87e6-8f5c3d908cbe"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8c7ad48d-6d7e-4715-8786-59bf5f091145"", ""inverseOntologyProperty"": """"}]"
aa8d9279-1f86-5430-bfbe-66b3d2fe4593,tg:rubgr:5291,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976.0,2091,In Copyright,
aa8d9279-1f86-5430-bfbe-66b3d2fe4593,tg:rubgr:5291,e73_Correspondence,1,,,,,,,,,,,,,,,,"Mielke, Hans",correspondents (correspondence writers),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa8d9279-1f86-5430-bfbe-66b3d2fe4593,tg:rubgr:5291,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19760421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa8d9279-1f86-5430-bfbe-66b3d2fe4593,tg:rubgr:5291,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa8d9279-1f86-5430-bfbe-66b3d2fe4593,tg:rubgr:5291,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>[Briefhoofd Staatliche Museen Preussicher Kulturbesitz, Kupferstichkabinett, Berlin] Korte inhoud: [Taal, Duits] Vervangt Anzelewsky (ziek) en voldoet aan vraag FG van brief d.d. 8 maart 1976.</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa8d9279-1f86-5430-bfbe-66b3d2fe4593,tg:rubgr:5291,e73_Keywords,1,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anzelewski, Fedja",,,,,,,,,,,,,,,,,,,,,,,
aa8d9279-1f86-5430-bfbe-66b3d2fe4593,tg:rubgr:5291,e73_Keywords,2,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mielke, Hans",,,,,,,,,,,,,,,,,,,,,,,
aa8d9279-1f86-5430-bfbe-66b3d2fe4593,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000005291,referentienummer,False,,,,,,,,,,,,,,,,,,,,
aa8d9279-1f86-5430-bfbe-66b3d2fe4593,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>7548</priref>
			<recipient>Grossmann, F.</recipient>
			<number>AFG_145_021</number>
			<date.precise>1976-04-21</date.precise>
			<content>[Briefhoofd Staatliche Museen Preussicher Kulturbesitz, Kupferstichkabinett, Berlin] Korte inhoud: [Taal, Duits] Vervangt Anzelewsky (ziek) en voldoet aan vraag FG van brief d.d. 8 maart 1976.</content>
			<object.object_number>AFG_145</object.object_number>
			<object.object_name>Dossier</object.object_name>
			<class>AFG</class>
			<editorial_form>brief</editorial_form>
			<object.title>Bruegel Problemes (Berlin Exhibition 1975)</object.title>
			<keyword>Anzelewski, Fedja</keyword>
			<keyword>Mielke, Hans</keyword>
			<sender>Mielke, Hans</sender>
			<object.creator/>
			<input.date>2014-08-19</input.date>
			<edit.date>2014-08-19</edit.date>
			<edit.date>2014-08-19</edit.date>
			<edit.date>2014-08-19</edit.date>
			<edit.date>2014-08-19</edit.date>
			<input.name>Centrum</input.name>
			<edit.name>Centrum</edit.name>
			<edit.name>Centrum</edit.name>
			<edit.name>Centrum</edit.name>
			<edit.name>Centrum</edit.name>
			<edit.time>15:06:19</edit.time>
			<edit.time>15:03:57</edit.time>
			<edit.time>15:02:53</edit.time>
			<edit.time>14:42:57</edit.time>
			<input.time>14:42:36</input.time>
			<input.source>archive</input.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,
aa8d9279-1f86-5430-bfbe-66b3d2fe4593,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:5291,brocade id,False,,,,,,,,,,,,,,,,,,,,
aa8d9279-1f86-5430-bfbe-66b3d2fe4593,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:5291/N,brocade url,False,,,,,,,,,,,,,,,,,,,,
aa8d9279-1f86-5430-bfbe-66b3d2fe4593,tg:rubgr:5291,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""d26fadde-ddf6-55e1-bef9-b8275dbbfebf"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0192882e-b317-49bb-b72c-6023b66a62b7"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,
aa8d9279-1f86-5430-bfbe-66b3d2fe4593,tg:rubgr:5291,e73_OtherIdentifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_145_021,repository numbers,,,,,,,,,,,,,
aa8d9279-1f86-5430-bfbe-66b3d2fe4593,tg:rubgr:5291,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_145_021,titles proper,Dutch (language),,,,,,,,,,
aa8d9279-1f86-5430-bfbe-66b3d2fe4593,tg:rubgr:5291,e73_Titles,,,au::111146,,,,,,,rubgr_brief,,,,,,,,recipients (people),rub,Brief,8e6df2a1-cc0f-5a41-b61d-ec8b6ea9e1e1,be,au::111146:1,au::111146g:1,"dlod={""suggest"":[""/agents/people/11892622"",""au::111146"",""au::111146:1"",""ark:/83110/x0/8e6df2a1-cc0f-5a41-b61d-ec8b6ea9e1e1"",""Fritz Grossmann"",""ark:/83110/x0/ae80d66c-7975-5060-9cf6-7c8efbdcbd63""],""name"":""Fritz Grossmann"",""ark"":""ark:/83110/x0/ae80d66c-7975-5060-9cf6-7c8efbdcbd63"",""uri"":""/agents/people/11892622"",""id"":""au::111146:1"",""resourceArk"":""ark:/83110/x0/8e6df2a1-cc0f-5a41-b61d-ec8b6ea9e1e1"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/8e6df2a1-cc0f-5a41-b61d-ec8b6ea9e1e1,au_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
