ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,Creation Actor Note,Creation Actor Role,museum,resource_model,ire.isaar.uuid,source_ire_type,au_code,g_code,Creation Actor Widget,Creation Actor Identifier,matched on,Start Date,Start Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
61bedaab-5e68-5314-8891-bbb818167e98,tg:rubgr:4629,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:4629,record identifiers,https://data.rubenianum.be//ark:/86530/61bedaab-5e68-5314-8891-bbb818167e98,object identifier,Brieven,,,,
61bedaab-5e68-5314-8891-bbb818167e98,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""17ee4275-03ed-495b-8d08-85d982f04ff6"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5b499758-0c14-4a9a-9240-dffd9026d452"", ""inverseOntologyProperty"": """"}]"
61bedaab-5e68-5314-8891-bbb818167e98,tg:rubgr:4629,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1958.0,2073,In Copyright,
61bedaab-5e68-5314-8891-bbb818167e98,tg:rubgr:4629,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19580510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61bedaab-5e68-5314-8891-bbb818167e98,tg:rubgr:4629,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,1958-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61bedaab-5e68-5314-8891-bbb818167e98,tg:rubgr:4629,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Korte inhoud: Herkent het werk van de schets reeds van in 1956 toen Willems een foto stuurrde o.v.v. certificaat Friedländer. Twijfelt sterk aan een toeschrijving aan Bruegel. Meldt dat Friedländer niet twijfelde en zijn diplomatisch antwoord aan Willems. Wil alleen mening geven aan een collega. Vraagt zich af of het een moerne vervalsing is.[scan]</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61bedaab-5e68-5314-8891-bbb818167e98,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000004629,referentienummer,False,,,,,,,,,,,,,,,,,,,,
61bedaab-5e68-5314-8891-bbb818167e98,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>6881</priref>
			<recipient>Hulst, Roger-Adolf d'</recipient>
			<number>AFG_120_005</number>
			<date.precise>1958-05-10</date.precise>
			<content>Korte inhoud: Herkent het werk van de schets reeds van in 1956 toen Willems een foto stuurrde o.v.v. certificaat Friedl&#228;nder. Twijfelt sterk aan een toeschrijving aan Bruegel. Meldt dat Friedl&#228;nder niet twijfelde en zijn diplomatisch antwoord aan Willems. Wil alleen mening geven aan een collega. Vraagt zich af of het een moerne vervalsing is.[scan]</content>
			<object.object_number>AFG_120</object.object_number>
			<object.object_name>Dossier</object.object_name>
			<class>AFG</class>
			<editorial_form>brief</editorial_form>
			<object.title>Bruegel Imitation: Landscape with St. Christopher</object.title>
			<keyword>Friedl&#228;nder, Max J.</keyword>
			<keyword>Hulst, Roger-Adolf d'</keyword>
			<sender>Grossmann, Fritz</sender>
			<object.creator/>
			<input.date>2014-07-18</input.date>
			<edit.date>2014-07-18</edit.date>
			<input.name>Centrum</input.name>
			<edit.name>Centrum</edit.name>
			<edit.time>12:02:26</edit.time>
			<input.time>11:55:46</input.time>
			<input.source>archive</input.source>
			<edit.source>archive</edit.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,
61bedaab-5e68-5314-8891-bbb818167e98,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:4629,brocade id,False,,,,,,,,,,,,,,,,,,,,
61bedaab-5e68-5314-8891-bbb818167e98,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:4629/N,brocade url,False,,,,,,,,,,,,,,,,,,,,
