ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,Creation Actor Note,Creation Actor Role,museum,resource_model,ire.isaar.uuid,source_ire_type,au_code,g_code,Creation Actor Widget,Creation Actor Identifier,matched on,Start Date,Start Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
38fdf772-5f5c-509f-a755-da9e82172c0d,tg:rubgr:2346,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:2346,record identifiers,https://data.rubenianum.be//ark:/86530/38fdf772-5f5c-509f-a755-da9e82172c0d,object identifier,Brieven,,,,
38fdf772-5f5c-509f-a755-da9e82172c0d,tg:rubgr:2346,e73_AssociatedRecords,1,,,,,,,,,rubgr_brief,relatie naar geheel,tg:rubgr:2342,Verwijzing naar Grossmann object,,63b02781-3090-5757-8c06-addf91f6c5f7,"[{""resourceId"": ""63b02781-3090-5757-8c06-addf91f6c5f7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""34ee4ed7-2ace-4b59-93e3-d98e4505b2b7"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38fdf772-5f5c-509f-a755-da9e82172c0d,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""1701c843-976f-4575-81ad-c892e81bb01f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""55ba5535-39dd-489c-aaa1-b48672ee218b"", ""inverseOntologyProperty"": """"}]"
38fdf772-5f5c-509f-a755-da9e82172c0d,tg:rubgr:2346,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968.0,2083,In Copyright,
38fdf772-5f5c-509f-a755-da9e82172c0d,tg:rubgr:2346,e73_Correspondence,1,,,,,,,,,,,,,,,,"Wulc, Stanley S.",recipients (people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38fdf772-5f5c-509f-a755-da9e82172c0d,tg:rubgr:2346,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19680602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38fdf772-5f5c-509f-a755-da9e82172c0d,tg:rubgr:2346,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38fdf772-5f5c-509f-a755-da9e82172c0d,tg:rubgr:2346,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Korte inhoud: Staat nog steeds achter zijn toeschrijving. Vertrekt in Juni naar Engeland en kan daardoor de collectie niet eerder bezoeken dan later op het jaar.</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38fdf772-5f5c-509f-a755-da9e82172c0d,tg:rubgr:2346,e73_Keywords,1,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wulc, Stanley S.",,,,,,,,,,,,,,,,,,,,,,,
38fdf772-5f5c-509f-a755-da9e82172c0d,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000002346,referentienummer,False,,,,,,,,,,,,,,,,,,,,
