ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,Creation Actor Note,Creation Actor Role,museum,resource_model,ire.isaar.uuid,source_ire_type,au_code,g_code,Creation Actor Widget,Creation Actor Identifier,matched on,Start Date,Start Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
18ffbd6d-9e59-5768-9360-f6453c0fc102,tg:rubgr:29,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:29,record identifiers,https://data.rubenianum.be//ark:/86530/18ffbd6d-9e59-5768-9360-f6453c0fc102,object identifier,Brieven,,,,
18ffbd6d-9e59-5768-9360-f6453c0fc102,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""55297b27-06cd-44b7-ad81-52ed3f6b5405"", ""ontologyProperty"": """", ""resourceXresourceId"": ""49f488e1-4b56-4ec7-bca6-9c6cce3a9d07"", ""inverseOntologyProperty"": """"}]"
18ffbd6d-9e59-5768-9360-f6453c0fc102,tg:rubgr:29,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1955.0,2070,In Copyright,
18ffbd6d-9e59-5768-9360-f6453c0fc102,tg:rubgr:29,e73_Correspondence,1,,,,,,,,,,,,,,,,"Pölnitz, Gerhard von",correspondents (correspondence writers),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18ffbd6d-9e59-5768-9360-f6453c0fc102,tg:rubgr:29,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19550601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18ffbd6d-9e59-5768-9360-f6453c0fc102,tg:rubgr:29,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,1955-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18ffbd6d-9e59-5768-9360-f6453c0fc102,tg:rubgr:29,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Korte inhoud: [Taal, Duits] Brief i.o. geschreven door secretaresse, H. Avanick. Zending kleurfoto.</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18ffbd6d-9e59-5768-9360-f6453c0fc102,tg:rubgr:29,e73_Keywords,1,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pölnitz, Gerhard von",,,,,,,,,,,,,,,,,,,,,,,
18ffbd6d-9e59-5768-9360-f6453c0fc102,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000000029,referentienummer,False,,,,,,,,,,,,,,,,,,,,
18ffbd6d-9e59-5768-9360-f6453c0fc102,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>2269</priref>
			<recipient>Grossmann, Fritz</recipient>
			<number>AFG_001_029</number>
			<date.precise>1955-06-01</date.precise>
			<content>Korte inhoud: [Taal, Duits] Brief i.o. geschreven door secretaresse, H. Avanick. Zending kleurfoto.</content>
			<object.object_number>AFG_001</object.object_number>
			<object.object_name>schilderij</object.object_name>
			<class>AFG</class>
			<editorial_form>brief</editorial_form>
			<object.title>Landscape with Christ appearing to the apostles at the sea of Tiberias</object.title>
			<keyword>P&#246;lnitz, Gerhard von</keyword>
			<sender>P&#246;lnitz, Gerhard von</sender>
			<object.creator>Bruegel, Pieter I</object.creator>
			<input.date>2011-08-12</input.date>
			<edit.date>2015-01-23</edit.date>
			<edit.date>2012-01-03</edit.date>
			<edit.date>2011-10-25</edit.date>
			<edit.date>2011-09-01</edit.date>
			<edit.date>2011-09-01</edit.date>
			<edit.date>2011-08-31</edit.date>
			<edit.date>2011-08-29</edit.date>
			<edit.date>2011-08-29</edit.date>
			<edit.date>2011-08-17</edit.date>
			<edit.date>2011-08-16</edit.date>
			<edit.date>2011-08-12</edit.date>
			<edit.date>2011-08-12</edit.date>
			<edit.date>2011-08-12</edit.date>
			<edit.date>2011-08-12</edit.date>
			<input.name>valkeneers</input.name>
			<edit.name>Centrum</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.time>12:11:57</edit.time>
			<edit.time>13:35:31</edit.time>
			<edit.time>14:42:55</edit.time>
			<edit.time>10:32:19</edit.time>
			<edit.time>09:27:28</edit.time>
			<edit.time>09:35:03</edit.time>
			<edit.time>15:56:38</edit.time>
			<edit.time>12:23:20</edit.time>
			<edit.time>09:39:02</edit.time>
			<edit.time>12:29:13</edit.time>
			<edit.time>11:00:15</edit.time>
			<edit.time>09:24:06</edit.time>
			<edit.time>09:23:18</edit.time>
			<edit.time>09:21:56</edit.time>
			<input.time>09:21:37</input.time>
			<input.source>archive</input.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,
18ffbd6d-9e59-5768-9360-f6453c0fc102,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:29,brocade id,False,,,,,,,,,,,,,,,,,,,,
18ffbd6d-9e59-5768-9360-f6453c0fc102,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:29/N,brocade url,False,,,,,,,,,,,,,,,,,,,,
18ffbd6d-9e59-5768-9360-f6453c0fc102,tg:rubgr:29,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""680f7183-331a-57ad-9afb-86dcc462230a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1b043fbd-7931-46d0-ad9d-733b2643259a"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,
18ffbd6d-9e59-5768-9360-f6453c0fc102,tg:rubgr:29,e73_OtherIdentifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_001_029,repository numbers,,,,,,,,,,,,,
18ffbd6d-9e59-5768-9360-f6453c0fc102,tg:rubgr:29,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_001_029,titles proper,Dutch (language),,,,,,,,,,
