ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,Creation Actor Note,Creation Actor Role,museum,resource_model,ire.isaar.uuid,source_ire_type,au_code,g_code,Creation Actor Widget,Creation Actor Identifier,matched on,Start Date,Start Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
6ece1033-05d5-5768-93a4-041a5cfd3372,tg:rubgr:563,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:563,record identifiers,https://data.rubenianum.be//ark:/86530/6ece1033-05d5-5768-93a4-041a5cfd3372,object identifier,Brieven,,,,
6ece1033-05d5-5768-93a4-041a5cfd3372,tg:rubgr:563,e73_AssociatedRecords,1,,,,,,,,,rubgr_brief,relatie naar geheel,tg:rubgr:554,Verwijzing naar Grossmann object,,5696b8f6-1992-5d30-901f-f9d9346a1f16,"[{""resourceId"": ""5696b8f6-1992-5d30-901f-f9d9346a1f16"", ""ontologyProperty"": """", ""resourceXresourceId"": ""af526389-d450-465f-9ed0-2ac4c94309c5"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6ece1033-05d5-5768-93a4-041a5cfd3372,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""df591346-ac8f-455c-b139-e70e87425c14"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9f41675b-7191-4ed8-8d2b-184c7a3a85c5"", ""inverseOntologyProperty"": """"}]"
6ece1033-05d5-5768-93a4-041a5cfd3372,tg:rubgr:563,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1956.0,2071,In Copyright,
6ece1033-05d5-5768-93a4-041a5cfd3372,tg:rubgr:563,e73_Correspondence,1,,,,,,,,,,,,,,,,"Ruiter, Henri de",correspondents (correspondence writers),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6ece1033-05d5-5768-93a4-041a5cfd3372,tg:rubgr:563,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19561128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6ece1033-05d5-5768-93a4-041a5cfd3372,tg:rubgr:563,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,1956-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6ece1033-05d5-5768-93a4-041a5cfd3372,tg:rubgr:563,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Korte inhoud: [Taal, Duits] Vraagt om een reactie op de 5 eerder toegestuurde foto's.</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6ece1033-05d5-5768-93a4-041a5cfd3372,tg:rubgr:563,e73_ExternalRelationsExtras,a::rub.15,ow.link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://rkd.nl/nl/explore/images/,261160,online catalogs,RKDimages,,,,,,,,,,,,,,,,,,,,,,,,,,,
6ece1033-05d5-5768-93a4-041a5cfd3372,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000000563,referentienummer,False,,,,,,,,,,,,,,,,,,,,
6ece1033-05d5-5768-93a4-041a5cfd3372,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>2810</priref>
			<recipient>Grossmann, Fritz</recipient>
			<number>AFG_011_022</number>
			<part_of_reference>AFG_011_013</part_of_reference>
			<date.precise>1956-11-28</date.precise>
			<content>Korte inhoud: [Taal, Duits] Vraagt om een reactie op de 5 eerder toegestuurde foto's.</content>
			<object.object_number>AFG_011</object.object_number>
			<object.object_name>tekening</object.object_name>
			<part_of.title>Korte inhoud: [Taal, Duits] Zendt foto. Vermeldt een schriftelijke mededeling van de heer O. [Otto] Sohn-Rethel, d.d. 15/12/39 m.b.t. olieverf of tempera schilderij van Pieter Brueghel II naar de tekening, in bezit van de erven van verzamelaar Meyer (Freiburg in Baden). Refereert aan ontmoeting.</part_of.title>
			<class>AFG</class>
			<editorial_form>brief</editorial_form>
			<object.title>The Resurrection of Christ</object.title>
			<sender>Ruiter, Henri de</sender>
			<object.creator>Bruegel, Pieter I</object.creator>
			<input.date>2011-10-17</input.date>
			<edit.date>2012-01-09</edit.date>
			<edit.date>2012-01-09</edit.date>
			<edit.date>2011-10-17</edit.date>
			<edit.date>2011-10-17</edit.date>
			<input.name>valkeneers</input.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.time>14:30:16</edit.time>
			<edit.time>14:29:59</edit.time>
			<edit.time>11:38:55</edit.time>
			<edit.time>11:36:24</edit.time>
			<input.time>11:33:15</input.time>
			<input.source>archive</input.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,
6ece1033-05d5-5768-93a4-041a5cfd3372,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:563,brocade id,False,,,,,,,,,,,,,,,,,,,,
6ece1033-05d5-5768-93a4-041a5cfd3372,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:563/N,brocade url,False,,,,,,,,,,,,,,,,,,,,
6ece1033-05d5-5768-93a4-041a5cfd3372,tg:rubgr:563,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""becd8eff-6de4-54fb-a65d-e67dffd691e2"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ec361862-6bcd-4eaa-9fad-b02a13b718ed"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,
6ece1033-05d5-5768-93a4-041a5cfd3372,tg:rubgr:563,e73_OtherIdentifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_011_022,repository numbers,,,,,,,,,,,,,
6ece1033-05d5-5768-93a4-041a5cfd3372,tg:rubgr:563,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_011_022,titles proper,Dutch (language),,,,,,,,,,
