ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,Creation Actor Note,Creation Actor Role,museum,resource_model,ire.isaar.uuid,source_ire_type,au_code,g_code,Creation Actor Widget,Creation Actor Identifier,matched on,Start Date,Start Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
059abdd0-da10-522a-8176-40f3194eaea5,tg:rubgr:3826,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:3826,record identifiers,https://data.rubenianum.be//ark:/86530/059abdd0-da10-522a-8176-40f3194eaea5,object identifier,Brieven,,,,
059abdd0-da10-522a-8176-40f3194eaea5,tg:rubgr:3826,e73_AssociatedRecords,1,,,,,,,,,rubgr_brief,relatie naar geheel,tg:rubgr:3825,Verwijzing naar Grossmann object,,80b2675a-0bda-5829-9bb3-2532e12ce352,"[{""resourceId"": ""80b2675a-0bda-5829-9bb3-2532e12ce352"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e4868e9a-a818-4ad1-9bf1-6b8cc4d73e4f"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
059abdd0-da10-522a-8176-40f3194eaea5,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""c1c71927-bb31-4535-be3d-58984db687a7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""951ba008-7e5e-44a6-9af6-9ab137df0247"", ""inverseOntologyProperty"": """"}]"
059abdd0-da10-522a-8176-40f3194eaea5,tg:rubgr:3826,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1959.0,2074,In Copyright,
059abdd0-da10-522a-8176-40f3194eaea5,tg:rubgr:3826,e73_Correspondence,1,,,,,,,,,,,,,,,,"Haverkamp-Begemann, Egbert",recipients (people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
059abdd0-da10-522a-8176-40f3194eaea5,tg:rubgr:3826,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19590312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
059abdd0-da10-522a-8176-40f3194eaea5,tg:rubgr:3826,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,1959-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
059abdd0-da10-522a-8176-40f3194eaea5,tg:rubgr:3826,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Korte inhoud: Dankt voor de Buytewech. Antwoord op vraag van Haverkamp-Begemann over een werk van Juan de Flandes. Vermeldt zijn lezingen [scan].</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
059abdd0-da10-522a-8176-40f3194eaea5,tg:rubgr:3826,e73_Keywords,1,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juan de Flandes,,,,,,,,,,,,,,,,,,,,,,,
059abdd0-da10-522a-8176-40f3194eaea5,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000003826,referentienummer,False,,,,,,,,,,,,,,,,,,,,
059abdd0-da10-522a-8176-40f3194eaea5,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>6079</priref>
			<recipient>Haverkamp-Begemann, Egbert</recipient>
			<number>AFG_100_002</number>
			<part_of_reference>AFG_100_001</part_of_reference>
			<date.precise>1959-03-12</date.precise>
			<content>Korte inhoud: Dankt voor de Buytewech. Antwoord op vraag van Haverkamp-Begemann over een werk van Juan de Flandes. Vermeldt zijn lezingen [scan].</content>
			<object.object_number>AFG_100</object.object_number>
			<object.object_name/>
			<part_of.title>Haverkamp-Begemann &amp; Master of Little Landscapes.</part_of.title>
			<class>AFG</class>
			<editorial_form>brief</editorial_form>
			<object.title>Small Landscapes Series</object.title>
			<keyword>Juan de Flandes</keyword>
			<sender>Grossmann, F.</sender>
			<object.creator/>
			<input.date>2014-06-25</input.date>
			<edit.date>2018-05-31</edit.date>
			<edit.date>2014-06-25</edit.date>
			<edit.date>2014-06-25</edit.date>
			<edit.date>2014-06-25</edit.date>
			<edit.date>2014-06-25</edit.date>
			<input.name>Centrum</input.name>
			<edit.name>sa73120</edit.name>
			<edit.name>Centrum</edit.name>
			<edit.name>Centrum</edit.name>
			<edit.name>Centrum</edit.name>
			<edit.name>Centrum</edit.name>
			<edit.time>14:15:27</edit.time>
			<edit.time>11:11:42</edit.time>
			<edit.time>11:07:03</edit.time>
			<edit.time>11:05:52</edit.time>
			<edit.time>11:05:00</edit.time>
			<input.time>11:00:19</input.time>
			<input.source>archive</input.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,
059abdd0-da10-522a-8176-40f3194eaea5,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:3826,brocade id,False,,,,,,,,,,,,,,,,,,,,
059abdd0-da10-522a-8176-40f3194eaea5,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:3826/N,brocade url,False,,,,,,,,,,,,,,,,,,,,
059abdd0-da10-522a-8176-40f3194eaea5,tg:rubgr:3826,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""a0d7ee09-eba8-527d-9c45-6950a31b1dd9"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a5380516-a170-4ae0-ba47-c3aebcb34034"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,
059abdd0-da10-522a-8176-40f3194eaea5,tg:rubgr:3826,e73_OtherIdentifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_100_002,repository numbers,,,,,,,,,,,,,
059abdd0-da10-522a-8176-40f3194eaea5,tg:rubgr:3826,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_100_002,titles proper,Dutch (language),,,,,,,,,,
059abdd0-da10-522a-8176-40f3194eaea5,tg:rubgr:3826,e73_Titles,,,au::111146,,,,,,,rubgr_brief,,,,,,,,correspondents (correspondence writers),rub,Brief,8e6df2a1-cc0f-5a41-b61d-ec8b6ea9e1e1,bs,au::111146:1,au::111146g:1,"dlod={""suggest"":[""/agents/people/11892622"",""au::111146"",""au::111146:1"",""ark:/83110/x0/8e6df2a1-cc0f-5a41-b61d-ec8b6ea9e1e1"",""Fritz Grossmann"",""ark:/83110/x0/ae80d66c-7975-5060-9cf6-7c8efbdcbd63""],""name"":""Fritz Grossmann"",""ark"":""ark:/83110/x0/ae80d66c-7975-5060-9cf6-7c8efbdcbd63"",""uri"":""/agents/people/11892622"",""id"":""au::111146:1"",""resourceArk"":""ark:/83110/x0/8e6df2a1-cc0f-5a41-b61d-ec8b6ea9e1e1"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/8e6df2a1-cc0f-5a41-b61d-ec8b6ea9e1e1,au_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
