ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,Creation Actor Note,Creation Actor Role,museum,resource_model,ire.isaar.uuid,source_ire_type,au_code,g_code,Creation Actor Widget,Creation Actor Identifier,matched on,Start Date,Start Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
3d2b68e9-39c7-5239-84e0-740f73168392,tg:rubgr:4408,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:4408,record identifiers,https://data.rubenianum.be//ark:/86530/3d2b68e9-39c7-5239-84e0-740f73168392,object identifier,Brieven,,,,
3d2b68e9-39c7-5239-84e0-740f73168392,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""8e23eb74-5474-4c2f-bf09-2885ed8a4caf"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6fa66750-283c-418a-8409-c927d9f91394"", ""inverseOntologyProperty"": """"}]"
3d2b68e9-39c7-5239-84e0-740f73168392,tg:rubgr:4408,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972.0,2087,In Copyright,
3d2b68e9-39c7-5239-84e0-740f73168392,tg:rubgr:4408,e73_Correspondence,1,,,,,,,,,,,,,,,,"Snoep, D.P.",correspondents (correspondence writers),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d2b68e9-39c7-5239-84e0-740f73168392,tg:rubgr:4408,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19721201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d2b68e9-39c7-5239-84e0-740f73168392,tg:rubgr:4408,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d2b68e9-39c7-5239-84e0-740f73168392,tg:rubgr:4408,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Korte inhoud: Ontving Junibrief met correcties niet. Ze kunnen nog aangebracht worden.</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d2b68e9-39c7-5239-84e0-740f73168392,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000004408,referentienummer,False,,,,,,,,,,,,,,,,,,,,
3d2b68e9-39c7-5239-84e0-740f73168392,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>6661</priref>
			<recipient>Grossmann, F.</recipient>
			<number>AFG_112_015</number>
			<date.precise>1972-12-01</date.precise>
			<content>Korte inhoud: Ontving Junibrief met correcties niet. Ze kunnen nog aangebracht worden.</content>
			<object.object_number>AFG_112</object.object_number>
			<object.object_name>Dossier</object.object_name>
			<class>AFG</class>
			<editorial_form>brief</editorial_form>
			<object.title>Van Gelder Album Amicorum &amp; Encyclopedia Britannica</object.title>
			<sender>Snoep, D.P.</sender>
			<object.creator/>
			<input.date>2014-07-10</input.date>
			<input.name>Centrum</input.name>
			<input.time>14:17:03</input.time>
			<input.source>archive</input.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,
3d2b68e9-39c7-5239-84e0-740f73168392,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:4408,brocade id,False,,,,,,,,,,,,,,,,,,,,
