ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,Creation Actor Note,Creation Actor Role,museum,resource_model,ire.isaar.uuid,source_ire_type,au_code,g_code,Creation Actor Widget,Creation Actor Identifier,matched on,Start Date,Start Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
1144d4eb-70fc-5802-9326-87555ce46a9f,tg:rubgr:5313,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:5313,record identifiers,https://data.rubenianum.be//ark:/86530/1144d4eb-70fc-5802-9326-87555ce46a9f,object identifier,Brieven,,,,
1144d4eb-70fc-5802-9326-87555ce46a9f,tg:rubgr:5313,e73_AssociatedRecords,1,,,,,,,,,rubgr_brief,relatie naar geheel,tg:rubgr:5294,Verwijzing naar Grossmann object,,c398a096-51d0-528d-b732-0fa69e327e10,"[{""resourceId"": ""c398a096-51d0-528d-b732-0fa69e327e10"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5d57b7cd-7740-4fc1-9d08-3fd626a3a475"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144d4eb-70fc-5802-9326-87555ce46a9f,tg:rubgr:5313,e73_AssociatedRecords,2,,,,,,,,,rubgr_brief,gerelateerd onderdeel,tg:rubgr:5312,Verwijzing naar Grossmann object,,e282c304-84ae-53ab-9920-08a7b569545f,"[{""resourceId"": ""e282c304-84ae-53ab-9920-08a7b569545f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6be358b1-dc36-4523-a016-91b608ed5a94"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144d4eb-70fc-5802-9326-87555ce46a9f,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""47030e66-e8ac-4160-900a-99c453658997"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b3fc72dd-5a41-4241-a62b-35001b563b7e"", ""inverseOntologyProperty"": """"}]"
1144d4eb-70fc-5802-9326-87555ce46a9f,tg:rubgr:5313,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976.0,2091,In Copyright,
1144d4eb-70fc-5802-9326-87555ce46a9f,tg:rubgr:5313,e73_Correspondence,1,,,,,,,,,,,,,,,,"Rosenfeld, Myra Nan",recipients (people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144d4eb-70fc-5802-9326-87555ce46a9f,tg:rubgr:5313,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19760119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144d4eb-70fc-5802-9326-87555ce46a9f,tg:rubgr:5313,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144d4eb-70fc-5802-9326-87555ce46a9f,tg:rubgr:5313,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Korte inhoud: Heeft veel werk met de proefschriften van Belkin en Dyke Corwin. Geeft op vraag Rosenfeld informatie over Jan de Beer; Lucas van Valckenborch en 'Girl with Still Life'.</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144d4eb-70fc-5802-9326-87555ce46a9f,tg:rubgr:5313,e73_Keywords,1,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beer, Jan de",,,,,,,,,,,,,,,,,,,,,,,
1144d4eb-70fc-5802-9326-87555ce46a9f,tg:rubgr:5313,e73_Keywords,2,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cleve, Marten van (I)",,,,,,,,,,,,,,,,,,,,,,,
1144d4eb-70fc-5802-9326-87555ce46a9f,tg:rubgr:5313,e73_Keywords,3,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Flegel, Georg",,,,,,,,,,,,,,,,,,,,,,,
1144d4eb-70fc-5802-9326-87555ce46a9f,tg:rubgr:5313,e73_Keywords,4,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Valckenborch, Lucas van",,,,,,,,,,,,,,,,,,,,,,,
1144d4eb-70fc-5802-9326-87555ce46a9f,tg:rubgr:5313,e73_Keywords,5,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Belkin, Kristin",,,,,,,,,,,,,,,,,,,,,,,
1144d4eb-70fc-5802-9326-87555ce46a9f,tg:rubgr:5313,e73_Keywords,6,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Corwin, Nancy A.",,,,,,,,,,,,,,,,,,,,,,,
1144d4eb-70fc-5802-9326-87555ce46a9f,tg:rubgr:5313,e73_Keywords,7,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montreal, Montreal Museum of Fine Arts",,,,,,,,,,,,,,,,,,,,,,,
1144d4eb-70fc-5802-9326-87555ce46a9f,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000005313,referentienummer,False,,,,,,,,,,,,,,,,,,,,
1144d4eb-70fc-5802-9326-87555ce46a9f,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>7571</priref>
			<recipient>Rosenfeld, Myra Nan</recipient>
			<number>AFG_145_043</number>
			<part_of_reference>AFG_145_024</part_of_reference>
			<date.precise>1976-01-19</date.precise>
			<content>Korte inhoud: Heeft veel werk met de proefschriften van Belkin en Dyke Corwin. Geeft op vraag Rosenfeld informatie over Jan de Beer; Lucas van Valckenborch en 'Girl with Still Life'.</content>
			<object.object_number>AFG_145</object.object_number>
			<object.object_name>Dossier</object.object_name>
			<part_of.title>Bruegel Problemes mainly connected with Berlin exhibition. Correspondence with Dr. Winner &amp; Anzelewski [onleesbaar]</part_of.title>
			<parts.title>[Briefhoofd The Montreal Museum of Fine Arts] Korte inhoud: Persoonlijke correspondentie.</parts.title>
			<class>AFG</class>
			<editorial_form>brief</editorial_form>
			<object.title>Bruegel Problemes (Berlin Exhibition 1975)</object.title>
			<keyword>Beer, Jan de</keyword>
			<keyword>Cleve, Marten van (I)</keyword>
			<keyword>Flegel, Georg</keyword>
			<keyword>Gossaert, Jan</keyword>
			<keyword>Memling, Hans</keyword>
			<keyword>Valckenborch, Lucas van</keyword>
			<keyword>Belkin, Kristin</keyword>
			<keyword>Corwin, Nancy A.</keyword>
			<keyword>Montreal, Montreal Museum of Fine Arts</keyword>
			<sender>Grossmann, Fritz</sender>
			<object.creator/>
			<input.date>2014-08-20</input.date>
			<edit.date>2014-10-29</edit.date>
			<edit.date>2014-08-20</edit.date>
			<edit.date>2014-08-20</edit.date>
			<edit.date>2014-08-20</edit.date>
			<edit.date>2014-08-20</edit.date>
			<input.name>Centrum</input.name>
			<edit.name>Centrum</edit.name>
			<edit.name>Centrum</edit.name>
			<edit.name>Centrum</edit.name>
			<edit.name>Centrum</edit.name>
			<edit.name>Centrum</edit.name>
			<parts_reference>AFG_145_042</parts_reference>
			<edit.time>12:06:08</edit.time>
			<edit.time>11:10:25</edit.time>
			<edit.time>11:03:59</edit.time>
			<edit.time>11:03:32</edit.time>
			<edit.time>11:02:49</edit.time>
			<input.time>11:01:24</input.time>
			<input.source>archive</input.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,
1144d4eb-70fc-5802-9326-87555ce46a9f,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:5313,brocade id,False,,,,,,,,,,,,,,,,,,,,
1144d4eb-70fc-5802-9326-87555ce46a9f,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:5313/N,brocade url,False,,,,,,,,,,,,,,,,,,,,
1144d4eb-70fc-5802-9326-87555ce46a9f,tg:rubgr:5313,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""aa3cbf1b-ddab-5d3c-bbd6-f2e73cfbd83c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""bd34825a-dd8c-468b-bc10-8cbaa87cc661"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,
1144d4eb-70fc-5802-9326-87555ce46a9f,tg:rubgr:5313,e73_OtherIdentifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_145_043,repository numbers,,,,,,,,,,,,,
1144d4eb-70fc-5802-9326-87555ce46a9f,tg:rubgr:5313,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_145_043,titles proper,Dutch (language),,,,,,,,,,
