ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,dataset,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Note,Creation Place Note Type,Creation Place Note Language,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
1f0673a7-9a92-5a15-8fff-48d217f0ff2c,tg:mpmbr:163,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:163,https://data.museumplantinmoretus.be/ark:/11975/1f0673a7-9a92-5a15-8fff-48d217f0ff2c,Brieven,,,,
1f0673a7-9a92-5a15-8fff-48d217f0ff2c,tg:mpmbr:163,Places,1,id/place.place,,,,,,,,,,au::102989,,,,,,,,,,,,,,"dlod={""name"":""Metz (Moselle)"",""ark"":""ark:/83110/x0/d5eafadb-58ae-5686-a8b1-ea8b7dee3fb9"",""uri"":""/subjects/11019823"",""id"":""au::102989"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1f0673a7-9a92-5a15-8fff-48d217f0ff2c,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""58a639f7-4f2f-4bb1-9139-25e702ad0616"", ""ontologyProperty"": """", ""resourceXresourceId"": ""58d5192e-f756-46a9-be20-7c55c5834d43"", ""inverseOntologyProperty"": """"}]"
1f0673a7-9a92-5a15-8fff-48d217f0ff2c,tg:mpmbr:163,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1571,1686,No Copyright - Public Domain Mark 1.0,
1f0673a7-9a92-5a15-8fff-48d217f0ff2c,tg:mpmbr:163,e73_CreationActors,,,au::109834,,,,mpm,163fa4d1-e11e-5e7b-a6e0-3881cf4651c7,bs,,au::109834:1,au::109834g:1,,,,,mpmbr,Brief,correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/11752238"",""au::109834"",""au::109834:1"",""ark:/83110/x0/163fa4d1-e11e-5e7b-a6e0-3881cf4651c7"",""Gaspar Moerentorf""],""name"":""Gaspar Moerentorf"",""ark"":""ark:/83110/x0/163fa4d1-e11e-5e7b-a6e0-3881cf4651c7"",""uri"":""/agents/people/11752238"",""id"":""au::109834:1"",""isCapacity"":false}",ark:/83110/x0/163fa4d1-e11e-5e7b-a6e0-3881cf4651c7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1f0673a7-9a92-5a15-8fff-48d217f0ff2c,tg:mpmbr:163,e73_CreationActors,,,au::108822,,,,mpm,8f31fde2-ee53-515d-991c-997d7c3adebb,co,,au::108822:1,au::108822g:1,,,,,mpmbr,Brief,recipients (people),,"dlod={""suggest"":[""/agents/people/11643954"",""au::108822"",""au::108822:1"",""ark:/83110/x0/8f31fde2-ee53-515d-991c-997d7c3adebb"",""Adriana Gras""],""name"":""Adriana Gras"",""ark"":""ark:/83110/x0/8f31fde2-ee53-515d-991c-997d7c3adebb"",""uri"":""/agents/people/11643954"",""id"":""au::108822:1"",""isCapacity"":false}",ark:/83110/x0/8f31fde2-ee53-515d-991c-997d7c3adebb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1f0673a7-9a92-5a15-8fff-48d217f0ff2c,tg:mpmbr:163,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15710131,,,,,,,,,,,,,,,,,,,,,,,,,
1f0673a7-9a92-5a15-8fff-48d217f0ff2c,tg:mpmbr:163,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,1571-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1f0673a7-9a92-5a15-8fff-48d217f0ff2c,tg:mpmbr:163,e73_Languages,1,kenmerken.mpmlanguage,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,
1f0673a7-9a92-5a15-8fff-48d217f0ff2c,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000000154,referentienummer,False,,,,,,,,,,,
