ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,dataset,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Note,Creation Place Note Type,Creation Place Note Language,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
de729091-8d9d-5d1d-98b6-39453ccbc40c,tg:mpmbr:915,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:915,https://data.museumplantinmoretus.be/ark:/11975/de729091-8d9d-5d1d-98b6-39453ccbc40c,Brieven,,,,
de729091-8d9d-5d1d-98b6-39453ccbc40c,tg:mpmbr:915,Places,1,id/place.place,,,,,,,,,,au::105530,,,,,,,,,,,,,,"dlod={""name"":""Lissabon (Portugal)"",""ark"":""ark:/83110/x0/e15814e7-7f99-559a-b81f-812b4a52a844"",""uri"":""/subjects/11291710"",""id"":""au::105530"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de729091-8d9d-5d1d-98b6-39453ccbc40c,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""ab41dec5-4f6d-4dc7-a98b-7c2dfa405c90"", ""ontologyProperty"": """", ""resourceXresourceId"": ""aa8ead34-5a7e-4680-bd19-a676686e58f4"", ""inverseOntologyProperty"": """"}]"
de729091-8d9d-5d1d-98b6-39453ccbc40c,tg:mpmbr:915,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1572,1687,No Copyright - Public Domain Mark 1.0,
de729091-8d9d-5d1d-98b6-39453ccbc40c,tg:mpmbr:915,e73_CreationActors,,,au::108846,,,,mpm,d77ec306-aefc-5d87-aa72-7f4e6fc19acb,bs,,au::108846:1,au::108846g:1,,,,,mpmbr,Brief,correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/11646522"",""au::108846"",""au::108846:1"",""ark:/83110/x0/d77ec306-aefc-5d87-aa72-7f4e6fc19acb"",""Pieter Moerentorf""],""name"":""Pieter Moerentorf"",""ark"":""ark:/83110/x0/d77ec306-aefc-5d87-aa72-7f4e6fc19acb"",""uri"":""/agents/people/11646522"",""id"":""au::108846:1"",""isCapacity"":false}",ark:/83110/x0/d77ec306-aefc-5d87-aa72-7f4e6fc19acb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de729091-8d9d-5d1d-98b6-39453ccbc40c,tg:mpmbr:915,e73_CreationActors,,,au::106906,,,,mpm,455c1363-f306-5b61-91c4-2c01d43428ab,co,,au::106906:1,au::106906g:1,,,,,mpmbr,Brief,recipients (people),,"dlod={""suggest"":[""/agents/people/11438942"",""au::106906"",""au::106906:1"",""ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab"",""Jan I Moretus""],""name"":""Jan I Moretus"",""ark"":""ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab"",""uri"":""/agents/people/11438942"",""id"":""au::106906:1"",""isCapacity"":false}",ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de729091-8d9d-5d1d-98b6-39453ccbc40c,tg:mpmbr:915,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15720320,,,,,,,,,,,,,,,,,,,,,,,,,
de729091-8d9d-5d1d-98b6-39453ccbc40c,tg:mpmbr:915,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,1572-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de729091-8d9d-5d1d-98b6-39453ccbc40c,tg:mpmbr:915,e73_Languages,1,kenmerken.mpmlanguage,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,
de729091-8d9d-5d1d-98b6-39453ccbc40c,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000000901,referentienummer,False,,,,,,,,,,,
