ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,dataset,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Note,Creation Place Note Type,Creation Place Note Language,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
96c4b38e-4728-5de0-b24f-165f4887d07a,tg:mpmbr:180,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:180,https://data.museumplantinmoretus.be/ark:/11975/96c4b38e-4728-5de0-b24f-165f4887d07a,Brieven,,,,
96c4b38e-4728-5de0-b24f-165f4887d07a,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""191eb3ee-08c5-45aa-907c-334565502d77"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1dbb804e-162e-4f55-a520-4e8dc3063660"", ""inverseOntologyProperty"": """"}]"
96c4b38e-4728-5de0-b24f-165f4887d07a,tg:mpmbr:180,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595,1710,No Copyright - Public Domain Mark 1.0,
96c4b38e-4728-5de0-b24f-165f4887d07a,tg:mpmbr:180,e73_CreationActors,,,au::106908,,,,mpm,9f62622e-af8f-5120-8bb2-771de1268484,bs,,au::106908:1,au::106908g:1,,,,,mpmbr,Brief,correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/11439156"",""au::106908"",""au::106908:1"",""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""Balthasar I Moretus""],""name"":""Balthasar I Moretus"",""ark"":""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""uri"":""/agents/people/11439156"",""id"":""au::106908:1"",""isCapacity"":false}",ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96c4b38e-4728-5de0-b24f-165f4887d07a,tg:mpmbr:180,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,1630,datum na,,,De Officina Plantiniana heeft de Obras de santa Teresa in 1630 voor de eerste keer uitgegeven,creation date note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,
96c4b38e-4728-5de0-b24f-165f4887d07a,tg:mpmbr:180,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brief van Balthasar I Moretus aan de secretaris van de Spaanse koning inzake de verkoop van 500 exemplaren van 'Las obras de la S. Madre Teresa de Jesus' voor de prijs van 3.250 gulden,descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,
96c4b38e-4728-5de0-b24f-165f4887d07a,tg:mpmbr:180,e73_Languages,1,kenmerken.mpmlanguage,spa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spanish (language),,,,,,,,,,,,,,
96c4b38e-4728-5de0-b24f-165f4887d07a,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000000171,referentienummer,False,,,,,,,,,,,
96c4b38e-4728-5de0-b24f-165f4887d07a,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmbr:180,brocade id,False,,,,,,,,,,,
96c4b38e-4728-5de0-b24f-165f4887d07a,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmbr:180/N,brocade url,False,,,,,,,,,,,
96c4b38e-4728-5de0-b24f-165f4887d07a,tg:mpmbr:180,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""00522edc-fc9d-5dbd-aa9c-89bebcbfe924"", ""ontologyProperty"": """", ""resourceXresourceId"": ""fddae005-e9be-4bfd-a8dd-e468171bb1a1"", ""inverseOntologyProperty"": """"}]",,,,,,,,
