ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,dataset,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Note,Creation Place Note Type,Creation Place Note Language,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
120566f3-85d8-5690-95f4-2b45a3693a35,tg:mpmbr:73,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:73,https://data.museumplantinmoretus.be/ark:/11975/120566f3-85d8-5690-95f4-2b45a3693a35,Brieven,,,,
120566f3-85d8-5690-95f4-2b45a3693a35,tg:mpmbr:73,Places,1,id/place.place,,,,,,,,,,au::100141,,,,,,,,,,,,,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/10715087"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120566f3-85d8-5690-95f4-2b45a3693a35,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""2472669f-507d-4546-901d-7f9558ebfd70"", ""ontologyProperty"": """", ""resourceXresourceId"": ""394b4277-2fbf-46da-b95a-ddb298f97b57"", ""inverseOntologyProperty"": """"}]"
120566f3-85d8-5690-95f4-2b45a3693a35,tg:mpmbr:73,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1619,1734,No Copyright - Public Domain Mark 1.0,
120566f3-85d8-5690-95f4-2b45a3693a35,tg:mpmbr:73,e73_CreationActors,,,au::109398,,,,mpm,5fceaf01-ac44-5838-9afb-d9f0b782481a,bs,,au::109398:1,au::109398g:1,,,,,mpmbr,Brief,correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/11705586"",""au::109398"",""au::109398:1"",""ark:/83110/x0/5fceaf01-ac44-5838-9afb-d9f0b782481a"",""Gilles II Beys""],""name"":""Gilles II Beys"",""ark"":""ark:/83110/x0/5fceaf01-ac44-5838-9afb-d9f0b782481a"",""uri"":""/agents/people/11705586"",""id"":""au::109398:1"",""isCapacity"":false}",ark:/83110/x0/5fceaf01-ac44-5838-9afb-d9f0b782481a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120566f3-85d8-5690-95f4-2b45a3693a35,tg:mpmbr:73,e73_CreationActors,,,au::106908,,,,mpm,9f62622e-af8f-5120-8bb2-771de1268484,co,,au::106908:1,au::106908g:1,,,,,mpmbr,Brief,recipients (people),,"dlod={""suggest"":[""/agents/people/11439156"",""au::106908"",""au::106908:1"",""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""Balthasar I Moretus""],""name"":""Balthasar I Moretus"",""ark"":""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""uri"":""/agents/people/11439156"",""id"":""au::106908:1"",""isCapacity"":false}",ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120566f3-85d8-5690-95f4-2b45a3693a35,tg:mpmbr:73,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16191002,,,,,,,,,,,,,,,,,,,,,,,,,
120566f3-85d8-5690-95f4-2b45a3693a35,tg:mpmbr:73,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,1619-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120566f3-85d8-5690-95f4-2b45a3693a35,tg:mpmbr:73,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,
120566f3-85d8-5690-95f4-2b45a3693a35,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000000064,referentienummer,False,,,,,,,,,,,
