ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,dataset,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,End Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Identifier,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type
d1877715-d70d-5915-8306-71c7712ef4ca,tg:lhbr:98430,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:98430,https://data.letterenhuis.be/ark:/24970/d1877715-d70d-5915-8306-71c7712ef4ca,Brieven,,,,,
d1877715-d70d-5915-8306-71c7712ef4ca,tg:lhbr:98430,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1889.0,2004,No Copyright - Public Domain Mark 1.0
d1877715-d70d-5915-8306-71c7712ef4ca,tg:lhbr:98430,e73_CreationActors,,,au::12611,,,,lhbr,e0ce62a1-9f04-5bed-9acc-4086c340b481,bs,,au::12611:1,au::12611g:1,,,,,lhbr,Brief,correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/1349377"",""au::12611"",""au::12611:1"",""ark:/83110/x0/e0ce62a1-9f04-5bed-9acc-4086c340b481"",""Lodewijk Mercelis""],""name"":""Lodewijk Mercelis"",""ark"":""ark:/83110/x0/e0ce62a1-9f04-5bed-9acc-4086c340b481"",""uri"":""/agents/people/1349377"",""id"":""au::12611:1"",""isCapacity"":false}",ark:/83110/x0/e0ce62a1-9f04-5bed-9acc-4086c340b481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1877715-d70d-5915-8306-71c7712ef4ca,tg:lhbr:98430,e73_CreationActors,,,au::15431,,,,lhbr,044054bd-c9ee-5427-8014-72002c8b0d46,co,,au::15431:1,au::15431g:1,,,,,lhbr,Brief,recipients (people),,"dlod={""suggest"":[""/agents/people/1651117"",""au::15431"",""au::15431:1"",""ark:/83110/x0/044054bd-c9ee-5427-8014-72002c8b0d46"",""Hilda Ram""],""name"":""Hilda Ram"",""ark"":""ark:/83110/x0/044054bd-c9ee-5427-8014-72002c8b0d46"",""uri"":""/agents/people/1651117"",""id"":""au::15431:1"",""isCapacity"":false}",ark:/83110/x0/044054bd-c9ee-5427-8014-72002c8b0d46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1877715-d70d-5915-8306-71c7712ef4ca,tg:lhbr:98430,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,18890000,,,,,,,,,,,,,,,,,,,,,,,,,,
d1877715-d70d-5915-8306-71c7712ef4ca,tg:lhbr:98430,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,18980000,,,,,,,,,,,,,,,,,,,,,,,,,,
d1877715-d70d-5915-8306-71c7712ef4ca,tg:lhbr:98430,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,1889,1898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1877715-d70d-5915-8306-71c7712ef4ca,tg:lhbr:98430,e73_Languages,1,kenmerken.lhlanguagehs,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,
d1877715-d70d-5915-8306-71c7712ef4ca,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/br/000092394,referentienummer,False,,,,,,,,,,,,
d1877715-d70d-5915-8306-71c7712ef4ca,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhbr:98430,brocade id,False,,,,,,,,,,,,
d1877715-d70d-5915-8306-71c7712ef4ca,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhbr:98430/N,brocade url,False,,,,,,,,,,,,
d1877715-d70d-5915-8306-71c7712ef4ca,tg:lhbr:98430,e73_LegacyInformationMerged,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 brgr,groepsbeschrijving,False,12,brgr,,,,,,,,,,
d1877715-d70d-5915-8306-71c7712ef4ca,tg:lhbr:98430,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""3739c44c-bffc-58f9-a35f-4c561493c9ab"", ""ontologyProperty"": """", ""resourceXresourceId"": ""fbb684ec-85db-4531-9e33-cb06b9a50c8a"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
