ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,carrier_colour_source_field,Carrier Colour,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.acquiredVia,adm.id_mat,mpm_place_holder,adm.isadPartOf,Plaatsingsnummer,adm.uuid_mat,Warehouse Location (begin),Volgnummer,Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,mat_source_field,Material,col_source_field,Material Colour,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Production Technique Note,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
dd24a3c1-b8f0-510b-a70d-5650e943db8a,tg:lhpa:604_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhpa:604_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/dd24a3c1-b8f0-510b-a70d-5650e943db8a,object identifier,,,,,,,,,,,
dd24a3c1-b8f0-510b-a70d-5650e943db8a,tg:lhpa:604_#1,e22_AcquisitionNumbers,1,,,,162323,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd24a3c1-b8f0-510b-a70d-5650e943db8a,tg:lhpa:604_#1,e22_Acquisitions,1,tr:lh:6700,"dlod={""name"":""Archief van Georges van Raemdonck"",""ark"":""ark:/24970/x0/c1b17ff4-d984-53a2-abc3-cdf2bc3a36be"",""uri"":""/repositories/11/accessions/716903"",""id"":""tr:lh:6700"",""date"":""1989-05-25"",""granter"":""Frank Moreels"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/c1b17ff4-d984-53a2-abc3-cdf2bc3a36be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd24a3c1-b8f0-510b-a70d-5650e943db8a,tg:lhpa:604_#1,e22_Carrier,1,,,,,,,,,,,,,,kenmerken/lhdragerico.lhdragertypeico,canvas (textile material),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd24a3c1-b8f0-510b-a70d-5650e943db8a,tg:lhpa:604_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformatic.lhformatwerkic,45 x 35,,,,,,,,,,,,,,,,,"45 x 35 - height, width, kenmerken/lhformatic.lhformatwerkic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd24a3c1-b8f0-510b-a70d-5650e943db8a,tg:lhpa:604_#1,e22_Dimensions,,,,,,,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,,,,,450,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd24a3c1-b8f0-510b-a70d-5650e943db8a,tg:lhpa:604_#1,e22_Dimensions,,,,,,,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,,,,,350,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd24a3c1-b8f0-510b-a70d-5650e943db8a,tg:lhpa:604_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhpa,tr:lh:6700,tg:lhpa:604_#1,162323,,SC 27 A 2,dd24a3c1-b8f0-510b-a70d-5650e943db8a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd24a3c1-b8f0-510b-a70d-5650e943db8a,tg:lhpa:604_#1,e22_Marks,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>r.o.: paraaf <em>VD</em></p>
",inscriptions,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd24a3c1-b8f0-510b-a70d-5650e943db8a,tg:lhpa:604_#1,e22_MaterialColour,,,,,,,,,,,,,,,,,,,,,,,,,,lhpa,,,,,,,,,,,,,,,kenmerken/lhtechbasispa.lhtechpa,oil paint (paint),,,,,,,,,,,,,,,,,,,,,,,,,,
dd24a3c1-b8f0-510b-a70d-5650e943db8a,tg:lhpa:604_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drawings (visual works),,,,,,,,,,
dd24a3c1-b8f0-510b-a70d-5650e943db8a,tg:lhpa:604_#1,e22_UsageRestrictions,,,,,,,default_restriction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,permission required,,,,,,,,
