ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,carrier_colour_source_field,Carrier Colour,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.acquiredVia,adm.id_mat,mpm_place_holder,adm.isadPartOf,Plaatsingsnummer,adm.uuid_mat,Warehouse Location (begin),Volgnummer,Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,mat_source_field,Material,col_source_field,Material Colour,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Production Technique Note,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
78e7985f-5717-57c5-a40b-97a8ab02869e,tg:lhpr:1739_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhpr:1739_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/78e7985f-5717-57c5-a40b-97a8ab02869e,object identifier,,,,,,,,,,,
78e7985f-5717-57c5-a40b-97a8ab02869e,tg:lhpr:1739_#1,e22_AcquisitionNumbers,1,,,,29704,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78e7985f-5717-57c5-a40b-97a8ab02869e,tg:lhpr:1739_#1,e22_Acquisitions,1,tr:lh:1648,"dlod={""name"":""Schenking van Stadsbibliotheek"",""ark"":""ark:/24970/x0/7fd8809f-9fbf-5357-b90e-950c51a1a5fd"",""uri"":""/repositories/11/accessions/176339"",""id"":""tr:lh:1648"",""date"":""1945-02-08"",""granter"":""Stadsbibliotheek [Antwerpen]"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/7fd8809f-9fbf-5357-b90e-950c51a1a5fd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78e7985f-5717-57c5-a40b-97a8ab02869e,tg:lhpr:1739_#1,e22_Carrier,1,,,,,,,,,,,,,,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78e7985f-5717-57c5-a40b-97a8ab02869e,tg:lhpr:1739_#1,e22_Conditions,2,,,,,,note.lhconditie,"<p>Vuil exemplaar</p>
",,,,,,,,,,,"<p>Vuil exemplaar</p>
",Nederlands,condition/examination description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78e7985f-5717-57c5-a40b-97a8ab02869e,tg:lhpr:1739_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformatic.lhformatwerkic,"15,3 x 10,9",,,,,,,,,,,,,,,,,"15,3 x 10,9 - height, width, kenmerken/lhformatic.lhformatwerkic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78e7985f-5717-57c5-a40b-97a8ab02869e,tg:lhpr:1739_#1,e22_Dimensions,,,,,,,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,,,,,153,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78e7985f-5717-57c5-a40b-97a8ab02869e,tg:lhpr:1739_#1,e22_Dimensions,,,,,,,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,,,,,109,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78e7985f-5717-57c5-a40b-97a8ab02869e,tg:lhpr:1739_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhpr,tr:lh:1648,tg:lhpr:1739_#1,29704,,,78e7985f-5717-57c5-a40b-97a8ab02869e,K1 C 54 D3,ICO-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78e7985f-5717-57c5-a40b-97a8ab02869e,tg:lhpr:1739_#1,e22_Marks,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>m.o.: <em>Conscience</em></p>
<p>l.o.: <em>L. Tuerlinckx.del.</em></p>
<p>r.o: <em>J. Franck Scu</em></p>
",inscriptions,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
