ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,carrier_colour_source_field,Carrier Colour,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.acquiredVia,adm.id_mat,mpm_place_holder,adm.isadPartOf,Plaatsingsnummer,adm.uuid_mat,Warehouse Location (begin),Volgnummer,Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,mat_source_field,Material,col_source_field,Material Colour,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Production Technique Note,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
dcd1f281-66d2-50b8-9c71-471d16cc6a5f,tg:lhtk:9190_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhtk:9190_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/dcd1f281-66d2-50b8-9c71-471d16cc6a5f,object identifier,,,,,,,,,,,
dcd1f281-66d2-50b8-9c71-471d16cc6a5f,tg:lhtk:9190_#1,e22_AcquisitionNumbers,1,,,,220952/1,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dcd1f281-66d2-50b8-9c71-471d16cc6a5f,tg:lhtk:9190_#1,e22_Archives,1,,,,,,,,,,,isad:lh:97482,"dlod={""name"":""Tekeningen"",""ark"":""ark:/24970/x0/4786de5c-2e15-5c64-846f-becdc73ecc98"",""uri"":""/repositories/11/archival_objects/10430577"",""id"":""isad:lh:97482"",""nameWithContext"":[""Verzamelingen"",""Kunstwerken""],""resourceName"":""Archief van L. Theo van Looij"",""resourceArk"":""ark:/24970/x0/eadf4dad-d107-5d59-9ea8-bdc2345620de"",""resourceURI"":""/repositories/11/resources/10297148"",""resourceID"":""isad:lh:96235"",""capacity"":""Tekeningen"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/4786de5c-2e15-5c64-846f-becdc73ecc98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dcd1f281-66d2-50b8-9c71-471d16cc6a5f,tg:lhtk:9190_#1,e22_Carrier,1,,,,,,,,,,,,,,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),kenmerken/lhdragerico.lhkleur,white (color),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dcd1f281-66d2-50b8-9c71-471d16cc6a5f,tg:lhtk:9190_#1,e22_Conditions,2,,,,,,note.lhconditie,"<p>27/08/2009: Goed.</p>
",,,,,,,,,,,"<p>27/08/2009: Goed.</p>
",Nederlands,condition/examination description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dcd1f281-66d2-50b8-9c71-471d16cc6a5f,tg:lhtk:9190_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformatic.lhformatrandic,65 x 50,,,,,,,,,,,,,,,,,"65 x 50 - height, width, kenmerken/lhformatic.lhformatrandic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dcd1f281-66d2-50b8-9c71-471d16cc6a5f,tg:lhtk:9190_#1,e22_Dimensions,,,,,,,kenmerken/lhformatic.lhformatrandic,,,,,,,,,,,,,,,650,hoogte met rand,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dcd1f281-66d2-50b8-9c71-471d16cc6a5f,tg:lhtk:9190_#1,e22_Dimensions,,,,,,,kenmerken/lhformatic.lhformatrandic,,,,,,,,,,,,,,,500,breedte met rand,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dcd1f281-66d2-50b8-9c71-471d16cc6a5f,tg:lhtk:9190_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhtk,,tg:lhtk:9190_#1,220952/1,isad:lh:97482,Planex GP,dcd1f281-66d2-50b8-9c71-471d16cc6a5f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dcd1f281-66d2-50b8-9c71-471d16cc6a5f,tg:lhtk:9190_#1,e22_Marks,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Rechtsonder: Handtekening</p>
<p>_10-2-78</p>
",inscriptions,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dcd1f281-66d2-50b8-9c71-471d16cc6a5f,tg:lhtk:9190_#1,e22_MaterialColour,,,,,,,,,,,,,,,,,,,,,,,,,,lhtk,,,,,,,,,,,,,,,kenmerken/lhtechbasistk.lhtechtk,charcoal (material),,,,,,,,,,,,,,,,,,,,,,,,,,
dcd1f281-66d2-50b8-9c71-471d16cc6a5f,tg:lhtk:9190_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drawings (visual works),,,,,,,,,,
dcd1f281-66d2-50b8-9c71-471d16cc6a5f,tg:lhtk:9190_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978.0,permission required,,,,,,,,
dcd1f281-66d2-50b8-9c71-471d16cc6a5f,tg:lhtk:9190_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,agdWOXP8PghKQUxIWP1ESybO,lhtk,https://dams.antwerpen.be/iiif/agdWOXP8PghKQUxIWP1ESybO/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/agdWOXP8PghKQUxIWP1ESybO,DAMS Image,lh,Iconografie
