ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,carrier_colour_source_field,Carrier Colour,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.acquiredVia,adm.id_mat,mpm_place_holder,adm.isadPartOf,Plaatsingsnummer,adm.uuid_mat,Warehouse Location (begin),Volgnummer,Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,mat_source_field,Material,col_source_field,Material Colour,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Production Technique Note,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
d06e17e5-6e77-5533-b4a5-26824368df52,tg:lhtk:6442_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhtk:6442_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/d06e17e5-6e77-5533-b4a5-26824368df52,object identifier,,,,,,,,,,,
d06e17e5-6e77-5533-b4a5-26824368df52,tg:lhtk:6442_#1,e22_AcquisitionNumbers,1,,,,198560/4,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d06e17e5-6e77-5533-b4a5-26824368df52,tg:lhtk:6442_#1,e22_Acquisitions,1,tr:lh:7596,"dlod={""name"":""Aankoop bij Fokas Holthuis"",""ark"":""ark:/24970/x0/3c1a782e-f3a4-5f08-a4da-41d7004263bc"",""uri"":""/repositories/11/accessions/812775"",""id"":""tr:lh:7596"",""date"":""2002-05-31"",""granter"":""Fokas Holthuis"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/3c1a782e-f3a4-5f08-a4da-41d7004263bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d06e17e5-6e77-5533-b4a5-26824368df52,tg:lhtk:6442_#1,e22_AnnotationsMaterial,1,,,,,,adm.note,Dit ontwerp werd niet gebruikt,Dit ontwerp werd niet gebruikt,Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d06e17e5-6e77-5533-b4a5-26824368df52,tg:lhtk:6442_#1,e22_Carrier,1,,,,,,,,,,,,,,kenmerken/lhdragerico.lhdragertypeico,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d06e17e5-6e77-5533-b4a5-26824368df52,tg:lhtk:6442_#1,e22_Conditions,2,,,,,,note.lhconditie,"<p>Op karton gekleefd</p>
",,,,,,,,,,,"<p>Op karton gekleefd</p>
",Nederlands,condition/examination description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d06e17e5-6e77-5533-b4a5-26824368df52,tg:lhtk:6442_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformatic.lhformatwerkic,20 x 16,,,,,,,,,,,,,,,,,"20 x 16 - height, width, kenmerken/lhformatic.lhformatwerkic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d06e17e5-6e77-5533-b4a5-26824368df52,tg:lhtk:6442_#1,e22_Dimensions,,,,,,,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,,,,,200,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d06e17e5-6e77-5533-b4a5-26824368df52,tg:lhtk:6442_#1,e22_Dimensions,,,,,,,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,,,,,160,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d06e17e5-6e77-5533-b4a5-26824368df52,tg:lhtk:6442_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhtk,tr:lh:7596,tg:lhtk:6442_#1,198560/4,,Planex GT / BB 590 (map 1),d06e17e5-6e77-5533-b4a5-26824368df52,,,,remarks,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d06e17e5-6e77-5533-b4a5-26824368df52,tg:lhtk:6442_#1,e22_Marks,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Rechts onder, in de maquette, met potlood: <em>Jan Battermann</em></p>
",inscriptions,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d06e17e5-6e77-5533-b4a5-26824368df52,tg:lhtk:6442_#1,e22_MaterialColour,,,,,,,,,,,,,,,,,,,,,,,,,,lhtk,,,,,,,,,,,,,,,kenmerken/lhtechbasistk.lhtechtk,pencils (drawing and writing equipment),,,,,,,,,,,,,,,,,,,,,,,,,,
