ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,museum,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,Start Date Type,End Date,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Type,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation URL,External Relation URL Prefix,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Documented Place Order,place_au_code,Documented Place Name Widget,Creation Place Widget,Transactions
03ad5bea-fa4f-5ef2-b131-58e4f5148b10,tg:rubgr:1293,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:1293,record identifiers,https://data.rubenianum.be//ark:/86530/03ad5bea-fa4f-5ef2-b131-58e4f5148b10,object identifier,Handschriften,,,,,,,,
03ad5bea-fa4f-5ef2-b131-58e4f5148b10,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""0ae025b2-9046-48bf-bdef-e61b6842dc1a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9a7b1dec-3731-4d4c-baba-6eaf653d253d"", ""inverseOntologyProperty"": """"}]"
03ad5bea-fa4f-5ef2-b131-58e4f5148b10,tg:rubgr:1293,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,,,,,
03ad5bea-fa4f-5ef2-b131-58e4f5148b10,tg:rubgr:1293,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>[3 bladen] [blad1, recto] Ad [Addendum] 39. Witt Library. Peasant Wedding outdoors. Detroit Type; 1) Detroit; [blad 1, verso] 2) Antwerp [...]; [blad 2, recto] 2) Antwerp [...]; [toegevoegde vermelding]: 'Conclusion FG: Hermsen and Detroit type are both original compositions (but are these examples the originals?'; [blad 2, verso] Which is the earlier? [...]; [blad 3, recto] Ad 39. Witt. P.B.I. box 5 (single figure) Peasant Valkenburg. Photo Bruckmann, München 1905. Düsseldorf, Ausst. 1904, N° 209; Rotterdam, Dr. van Valkenburg. [scan]</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03ad5bea-fa4f-5ef2-b131-58e4f5148b10,tg:rubgr:1293,e73_ExternalRelationsExtras,a::rub.35,ow.link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,online catalogs,219317,https://rkd.nl/nl/explore/images/,RKDimages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03ad5bea-fa4f-5ef2-b131-58e4f5148b10,tg:rubgr:1293,e73_Keywords,1,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Londen, Witt Library",,,,,,,,,,,,,,,,,,,,,,,,,,,,
03ad5bea-fa4f-5ef2-b131-58e4f5148b10,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000001293,referentienummer,False,,,,,,,,,,,,,,,,,,,,,,,,
03ad5bea-fa4f-5ef2-b131-58e4f5148b10,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>3542</priref>
			<number>AFG_034_008</number>
			<content>[3 bladen] [blad1, recto] Ad [Addendum] 39. Witt Library. Peasant Wedding outdoors. Detroit Type; 1) Detroit; [blad 1, verso] 2) Antwerp [...]; [blad 2, recto] 2) Antwerp [...]; [toegevoegde vermelding]: 'Conclusion FG: Hermsen and Detroit type are both original compositions (but are these examples the originals?'; [blad 2, verso] Which is the earlier? [...]; [blad 3, recto] Ad 39. Witt. P.B.I. box 5 (single figure) Peasant Valkenburg. Photo Bruckmann, M&#252;nchen 1905. D&#252;sseldorf, Ausst. 1904, N&#176; 209; Rotterdam, Dr. van Valkenburg. [scan]</content>
			<object.object_number>AFG_034</object.object_number>
			<object.object_name>schilderij</object.object_name>
			<class>AFG</class>
			<editorial_form>Notitie</editorial_form>
			<object.title>The Wedding Dance in the Open Air</object.title>
			<keyword>Gl&#252;ck, Gustav</keyword>
			<keyword>Londen, Witt Library</keyword>
			<object.creator>Bruegel, Pieter I</object.creator>
			<input.date>2012-08-03</input.date>
			<edit.date>2013-02-11</edit.date>
			<edit.date>2012-09-28</edit.date>
			<edit.date>2012-09-20</edit.date>
			<edit.date>2012-09-20</edit.date>
			<edit.date>2012-09-20</edit.date>
			<edit.date>2012-09-20</edit.date>
			<edit.date>2012-09-17</edit.date>
			<edit.date>2012-09-17</edit.date>
			<edit.date>2012-08-03</edit.date>
			<edit.date>2012-08-03</edit.date>
			<input.name>valkeneers</input.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.time>10:14:03</edit.time>
			<edit.time>09:26:30</edit.time>
			<edit.time>13:53:40</edit.time>
			<edit.time>13:52:35</edit.time>
			<edit.time>13:50:27</edit.time>
			<edit.time>13:47:54</edit.time>
			<edit.time>11:26:25</edit.time>
			<edit.time>11:18:58</edit.time>
			<edit.time>14:55:18</edit.time>
			<edit.time>14:53:49</edit.time>
			<input.time>13:54:27</input.time>
			<input.source>archive</input.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,,,,,
03ad5bea-fa4f-5ef2-b131-58e4f5148b10,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:1293,brocade id,False,,,,,,,,,,,,,,,,,,,,,,,,
03ad5bea-fa4f-5ef2-b131-58e4f5148b10,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:1293/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,,,,
