ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,museum,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,Start Date Type,End Date,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Type,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation URL,External Relation URL Prefix,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Documented Place Order,place_au_code,Documented Place Name Widget,Creation Place Widget,Transactions
7ca8e3f3-f259-558f-8878-7ce213fca9f4,tg:rubgr:3750,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:3750,record identifiers,https://data.rubenianum.be//ark:/86530/7ca8e3f3-f259-558f-8878-7ce213fca9f4,object identifier,Handschriften,,,,,,,,
7ca8e3f3-f259-558f-8878-7ce213fca9f4,tg:rubgr:3750,e73_AssociatedRecords,1,,,,,,,,,rubgr_tekstdrager,relatie naar geheel,tg:rubgr:3734,Verwijzing naar Grossmann object,,c3ee760f-c670-5e5d-ac92-9afc22b8ad4b,"[{""resourceId"": ""c3ee760f-c670-5e5d-ac92-9afc22b8ad4b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a7f08de7-af78-45a7-90a1-9a280943c8cf"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7ca8e3f3-f259-558f-8878-7ce213fca9f4,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""395d136d-c7b0-4c6f-8e38-84db65bfb9f7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""53b91047-ce0c-4aa2-aa43-43d937a118bf"", ""inverseOntologyProperty"": """"}]"
7ca8e3f3-f259-558f-8878-7ce213fca9f4,tg:rubgr:3750,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,,,,,
7ca8e3f3-f259-558f-8878-7ce213fca9f4,tg:rubgr:3750,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Costumes. Varekamp, p. 38 [...]</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7ca8e3f3-f259-558f-8878-7ce213fca9f4,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000003750,referentienummer,False,,,,,,,,,,,,,,,,,,,,,,,,
7ca8e3f3-f259-558f-8878-7ce213fca9f4,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>6003</priref>
			<number>AFG_098_058</number>
			<part_of_reference>AFG_098_042</part_of_reference>
			<content>Costumes. Varekamp, p. 38 [...]</content>
			<object.object_number>AFG_098</object.object_number>
			<object.object_name>Dossier</object.object_name>
			<part_of.title>Costume &amp; Animals [...]; Polish or Hungarian Soldiers (D&#252;rer: Turkish Woman); Varekamp, p. 38 Bruegel perhaps in Bohemia on his return journey from Italy?</part_of.title>
			<class>AFG</class>
			<editorial_form>Notitie</editorial_form>
			<editorial_form>Referentie</editorial_form>
			<object.title>Naer het Leven: Watermarks. Costume</object.title>
			<object.creator/>
			<input.date>2014-06-24</input.date>
			<edit.date>2018-05-31</edit.date>
			<edit.date>2018-05-31</edit.date>
			<edit.date>2014-06-24</edit.date>
			<input.name>Centrum</input.name>
			<edit.name>sa73120</edit.name>
			<edit.name>sa73120</edit.name>
			<edit.name>Centrum</edit.name>
			<edit.time>12:51:18</edit.time>
			<edit.time>12:34:07</edit.time>
			<edit.time>10:24:27</edit.time>
			<input.time>10:17:01</input.time>
			<input.source>archive</input.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,,,,,
7ca8e3f3-f259-558f-8878-7ce213fca9f4,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:3750,brocade id,False,,,,,,,,,,,,,,,,,,,,,,,,
7ca8e3f3-f259-558f-8878-7ce213fca9f4,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:3750/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,,,,
7ca8e3f3-f259-558f-8878-7ce213fca9f4,tg:rubgr:3750,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""883eaa0b-5ca3-5345-a316-e3c3738ebd04"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1284d33b-770d-4758-9dcb-c51849cc7195"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,
