ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,Start Date Type,End Date,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Type,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation URL,External Relation URL Prefix,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Documented Place Order,Documented Place Name Widget,Creation Place Widget,Transactions
34d717ed-a2bd-5466-a286-3c1cd7a93249,tg:rubgr:3816,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:3816,https://data.rubenianum.be//ark:/86530/34d717ed-a2bd-5466-a286-3c1cd7a93249,Handschriften,,,,,,,
34d717ed-a2bd-5466-a286-3c1cd7a93249,tg:rubgr:3816,e73_AssociatedRecords,3,,,,,,,,,rubgr_tekstdrager,relatie naar geheel,tg:rubgr:3813,Verwijzing naar Grossmann object,,11883cd1-c710-58e3-8576-e12f150f5263,"[{""resourceId"": ""11883cd1-c710-58e3-8576-e12f150f5263"", ""ontologyProperty"": """", ""resourceXresourceId"": ""bfacf874-315b-452e-bfe0-db3668d89b29"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34d717ed-a2bd-5466-a286-3c1cd7a93249,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""280b56fd-25fe-4278-9497-1757e0477e15"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f65716d3-b4f5-4dfb-8896-9b8f8d2c193c"", ""inverseOntologyProperty"": """"}]"
34d717ed-a2bd-5466-a286-3c1cd7a93249,tg:rubgr:3816,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,,,,
34d717ed-a2bd-5466-a286-3c1cd7a93249,tg:rubgr:3816,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The editors, The 'Naer het Leven' Affair, Simiolus V (1971), 3/4, pp. 137-138; Frans van Leeuwen, 'Figuurstudies van 'P. Bruegel', pp. 139, 149; [geannoteerd]",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34d717ed-a2bd-5466-a286-3c1cd7a93249,tg:rubgr:3816,e73_ExternalRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gepubliceerd in /als,c:lvd:14938966,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34d717ed-a2bd-5466-a286-3c1cd7a93249,tg:rubgr:3816,e73_ExternalRelations,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gepubliceerd in /als,c:lvd:14939016,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34d717ed-a2bd-5466-a286-3c1cd7a93249,tg:rubgr:3816,e73_Keywords,1,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leeuwen, F.M. van",,,,,,,,,,,,,,,,,,,,,,,,,,
34d717ed-a2bd-5466-a286-3c1cd7a93249,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000003816,referentienummer,False,,,,,,,,,,,,,,,,,,,,,,
34d717ed-a2bd-5466-a286-3c1cd7a93249,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
<priref>6069</priref>
<number>AFG_099_054</number>
<part_of_reference>AFG_099_051</part_of_reference>
<content>The editors, The 'Naer het Leven' Affair, Simiolus V (1971), 3/4, pp. 137-138; Frans van Leeuwen, 'Figuurstudies van 'P. Bruegel', pp. 139, 149; [geannoteerd]</content>
<object.object_number>AFG_099</object.object_number>
<object.object_name>Dossier</object.object_name>
<part_of.title>F. Grossmann. Literature: off-prints & Xerox copies; Spicer; Grossmann, Bulletin Boymans, Burl.Mag. 1959; van Gelder, Bull. Mus. R.; Tolnay; Van Regteren Altena, Festschrift; Arndt, Pantheon 1966; see also Benesch=2 articles.</part_of.title>
<class>AFG</class>
<editorial_form>Fotokopie</editorial_form>
<object.title>Naer het Leven:  Literature</object.title>
<keyword>Leeuwen, F.M. van</keyword>
<object.creator/>
<input.date>2014-06-25</input.date>
<edit.date>2018-05-31</edit.date>
<input.name>Centrum</input.name>
<edit.name>sa73120</edit.name>
<edit.time>14:07:03</edit.time>
<input.time>09:50:43</input.time>
<input.source>archive</input.source>
<edit.source>archive</edit.source>
</record>

",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,,,
34d717ed-a2bd-5466-a286-3c1cd7a93249,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:3816,brocade id,False,,,,,,,,,,,,,,,,,,,,,,
34d717ed-a2bd-5466-a286-3c1cd7a93249,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:3816/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,,
34d717ed-a2bd-5466-a286-3c1cd7a93249,tg:rubgr:3816,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""f99a72bb-5abc-588e-a407-5e7916fa7c8c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b356425d-264b-46dc-9808-d5aee351b1de"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,
34d717ed-a2bd-5466-a286-3c1cd7a93249,tg:rubgr:3816,e73_OtherIdentifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_099_054,repository numbers,,,,,,,,,,,,,,
34d717ed-a2bd-5466-a286-3c1cd7a93249,tg:rubgr:3816,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_099_054,titles proper,Dutch (language),,,,,,,,,,,
